Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act
5355,Thank you!,Rachel,joy,539,4,9,12,"00:01:23,917","00:01:25,751",a
5356,Now that Rachel's gone?,Chandler,neutral,539,5,9,12,"00:01:28,004","00:01:29,296",q
5357,So hot I cried myself to sleep last night.,Rachel,sadness,539,6,9,12,"00:01:29,506","00:01:32,049",s
5358,"Oh, god help us.",Monica,sadness,540,0,1,5,"00:04:30,937","00:04:38,193",oth
5359,What?,Joey,surprise,540,1,1,5,"00:05:50,350","00:05:51,808",q
5360,Ugly Naked Guy's laying kitchen tile. Eww!,Monica,disgust,540,2,1,5,"00:06:31,891","00:06:34,267",oth
5361,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey,disgust,540,3,1,5,"00:06:38,147","00:06:45,445",s
5363,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey,sadness,540,5,1,5,"00:06:49,200","00:06:59,668",q
5364,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",Ross,joy,541,0,6,15,"00:13:48,744","00:13:54,457",s
5365,Yeah! And maybe someday we could get a place with two bathrooms.,Carol,joy,541,1,6,15,"00:13:54,625","00:13:58,336",ag
5366,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.",Ross,neutral,541,2,6,15,"00:14:01,841","00:14:08,596",s
5367,What do you mean?,Carol,surprise,541,3,6,15,"0:14:08,848","0:14:09,516",q
5368,Carol our sex life isits just not working,Ross,sadness,541,4,6,15,"0:14:09,516","0:14:12,172",ans
5369,Hey there little fella!,Ross,joy,541,5,6,15,"00:14:12,309","00:14:15,854",g
5370,"Hey, uh-hey, why dont we get some shoes on ya, huh?",Ross,neutral,541,6,6,15,"00:14:16,021","00:14:17,981",q
5371,"Hey, why dont you show dad how you can put your shoes on, in your room!",Ross,joy,541,7,6,15,"00:14:18,128","00:14:21,276",q
5372,Yay!,Ross,joy,541,8,6,15,"00:14:21,485","00:14:23,444",oth
5374,Yay!,Ben,joy,541,9,6,15,"0:14:21,485","0:14:22,237",oth
5375,Yay!,Ross,joy,541,10,6,15,"0:14:22,237","0:14:23,491",oth
5376,"Seriously, our sex life I was thinking, maybe I dont know, we could try some-some new things.",Ross,neutral,541,11,6,15,"00:14:25,698","00:14:34,205",s
5378,For fun?,Ross,neutral,541,12,6,15,"00:14:31,328","00:14:34,205",q
5379,Like what?,Carol,surprise,541,13,6,15,"00:14:34,373","00:14:38,042",q
5380,"Well I dont know umm, what if we were too tie each other up?",Ross,joy,541,14,6,15,"00:14:34,373","00:14:45,133",ans
5381,"Umm, some people eat stuff off one another.",Ross,neutral,541,15,6,15,"00:14:52,224","00:14:56,728",s
5382,Nah!,Ross,disgust,541,16,6,15,"00:14:58,355","00:14:59,981",oth
5383,"Umm, yknow we-we could try dirty talk?",Ross,neutral,541,17,6,15,"00:15:00,232","00:15:04,402",q
5384,"Umm, we could, we could have a threesome.",Ross,neutral,541,18,6,15,"0:15:05,821","0:15:08,658",ans
5385,I love that idea!,Carol,joy,541,19,6,15,"0:15:08,658","0:15:10,008",ag
5387,So whos idea was it to put everybody in the diner on skates?,Rachel,neutral,542,0,3,21,"00:00:02,711","00:00:05,713",q
5388,"Oh, some idiot customer put a suggestion in the suggestion box.",Monica,anger,542,1,3,21,"00:00:05,880","00:00:08,924",ans
5389,"Oh my God, they took my idea!",Phoebe,surprise,542,2,3,21,"0:00:09,217","0:00:10,889",s
5390,That was you?!,Monica,surprise,542,3,3,21,"0:00:10,889","0:00:11,351",q
5391,"Yeah! Okay, here you go.",Phoebe,joy,542,4,3,21,"00:00:11,469","00:00:14,680",ans
5392,"Rachel, I made you a cocoa.",Gunther,neutral,542,5,3,21,"00:00:15,306","00:00:17,057",s
5393,"Oh my God, are you guys okay?",Phoebe,surprise,542,6,3,21,"0:00:21,104","0:00:22,439",q
5394,Are you all right?,Gunther,surprise,542,7,3,21,"0:00:22,439","0:00:23,321",q
5395,Oh my.,Joey,surprise,542,8,3,21,"0:00:23,321","0:00:23,763",oth
5396,Sit!,Rachel,anger,543,0,2,22,"00:20:32,356","00:20:33,814",c
5397,Hi.,Joshua,neutral,543,1,2,22,"00:20:39,863","00:20:41,197",g
5398,"Oh my gosh, Joshua!",Rachel,surprise,543,2,2,22,"00:20:41,365","00:20:43,824",g
5399,All those things I said about not being ready,Joshua,neutral,544,0,4,16,"00:20:46,161","00:20:49,288",s
5400,Theyre not true?,Rachel,fear,544,1,4,16,"0:20:49,623","0:20:50,465",q
5401,"No, theyre-theyre all true.",Joshua,neutral,544,2,4,16,"0:20:50,465","0:20:52,099",ans
5402,Oh.,Rachel,joy,544,3,4,16,"00:20:52,209","00:20:53,501",b
5403,But,Joshua,neutral,544,4,4,16,"00:20:54,836","00:20:55,878",b
5404,"Oh! Oh, I love that but.",Rachel,surprise,544,5,4,16,"00:20:54,836","00:21:00,758",s
5405,You wanna go inside and have some coffee?,Rachel,neutral,544,6,4,16,"00:21:11,311","00:21:13,646",q
5406,Yeah.,Joshua,neutral,544,7,4,16,"00:21:13,814","00:21:15,856",ans
5407,Okay. Every time.,Rachel,neutral,544,8,4,16,"00:21:22,823","00:21:25,032",oth
5413,"What, Phoebe, did you whip the potatoes? Ross needs lumps!",Monica,anger,545,0,1,9,"00:13:07,411","00:13:12,248",q
5414,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.",Phoebe,sadness,545,1,1,9,"00:13:12,416","00:13:19,798",ap
5415,Why would we do that?,Monica,surprise,545,2,1,9,"00:13:20,007","00:13:21,466",q
5416,"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",Phoebe,sadness,545,3,1,9,"00:13:24,094","00:13:25,720",ans
5417,"Ok, three kinds of potatoes coming up.",Monica,neutral,545,4,1,9,"00:13:28,474","00:13:32,227",s
5418,"Ok, good-bye you guys. Thanks for everything. Oh, sorry! Oh, sorry!",Rachel,joy,545,5,1,9,"00:13:33,729","00:13:41,653",ap
5419,The most unbelievable thing has happened. Underdog has just gotten away.,Chandler,surprise,545,6,1,9,"00:13:43,155","00:13:46,741",s
5420,The balloon?,Joey,neutral,545,7,1,9,"00:13:46,909","00:13:50,537",q
5421,"No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached",Chandler,neutral,545,8,1,9,"00:13:46,909","00:13:56,709",ans
5422,"I can't, I gotta go.",Rachel,neutral,545,9,1,9,"00:14:00,381","00:14:03,550",dag
5423,Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?,Chandler,surprise,545,10,1,9,"00:14:03,717","00:14:09,222",q
5424,Almost never.,Phoebe,anger,545,11,1,9,"00:14:06,220","00:14:09,222",ans
5425,Got the keys?,Monica,neutral,545,12,1,9,"0:14:09,849","0:14:10,517",q
5426,Ok.,Rachel,neutral,545,13,1,9,"0:14:10,517","0:14:13,258",s
5427,What d'you think?,Monica,neutral,546,0,1,21,"00:05:11,436","00:05:13,013",q
5428,Lot of things.,Joey,neutral,546,1,1,21,"00:05:13,271","00:05:15,272",ans
5429,Which one do you think she is?,Rachel,neutral,546,2,1,21,"00:05:16,232","00:05:18,108",q
5430,May I help you?,Teacher,neutral,546,3,1,21,"00:05:18,318","00:05:19,943",q
5431,"Oh, no thanks, we're just here to observe.",Monica,neutral,546,4,1,21,"00:05:20,111","00:05:21,862",ans
5432,You don't observe a dance class. You,Teacher,neutral,546,5,1,21,"00:05:22,071","00:05:25,907",o
5433,What does she mean?,Rachel,neutral,546,6,1,21,"00:05:30,788","00:05:32,039",q
5434,I think she means 'You,Phoebe,neutral,546,7,1,21,"00:05:32,248","00:05:34,082",ans
5435,"Okay, d'y'see anybody you think could be me?",Monica,anger,546,8,1,21,"00:05:40,089","00:05:42,799",q
5436,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,Teacher,anger,546,9,1,21,"00:05:42,967","00:05:49,598",ans
5437,She could be you.,Rachel,neutral,546,10,1,21,"00:05:50,350","00:05:52,142",s
5438,"Let's get started. Five, six, a-five six seven eight...",Teacher,neutral,546,11,1,21,"00:05:56,773","00:06:02,694",oth
5439,"Okay, I'm not getting this!",Monica,anger,546,12,1,21,"00:06:07,408","00:06:09,242",oth
5440,I'm totally getting it!,Phoebe,joy,546,13,1,21,"00:06:09,452","00:06:12,537",s
5441,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,Monica,sadness,546,14,1,21,"00:06:16,626","00:06:20,420",q
5442,What? You just click when they click.,Rachel,surprise,546,15,1,21,"00:06:28,262","00:06:30,430",q
5443,"Alright people, now everyone grab a partner.",Teacher,neutral,546,16,1,21,"00:06:32,308","00:06:34,810",s
5444,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.",Phoebe,neutral,546,17,1,21,"00:06:36,646","00:06:41,608",s
5445,Great. It's gym class all over again.,Monica,disgust,546,18,1,21,"00:06:42,026","00:06:44,736",s
5446,"I'm not crazy, right? I mean, it was never like that.",Rachel,surprise,547,0,1,20,"00:04:52,208","00:04:55,544",q
5447,"Nooo, it wasn't.",Barry,neutral,547,1,1,20,"00:04:56,212","00:04:58,422",ans
5448,"Ooh, and it's so nice having this little sink here...",Rachel,joy,547,2,1,20,"00:05:00,800","00:05:04,678",s
5449,"Oh, ain't this nice? It's so quiet, I could just lie here all day.",Chandler,joy,548,0,9,23,"00:27:31,483","00:27:35,736",q
5450,I know,Monica,neutral,548,1,9,23,"00:27:35,904","00:27:37,738",ans
5451,Open your drapes! Open your drapes!,Rachel,joy,548,2,9,23,"0:27:39,491","0:27:41,368",oth
5452,I'm so glad we've got adjoining rooms!,Chandler,joy,548,3,9,23,"0:27:41,368","0:27:44,553",s
5453,The sun is out!,Monica,joy,548,4,9,23,"0:27:45,747","0:27:49,339",s
5454,Hey! Remember when I had corneas?,Chandler,anger,548,5,9,23,"0:27:49,339","0:27:50,185",q
5455,"Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion.",Monica,neutral,548,6,9,23,"00:27:50,293","00:27:56,590",s
5456,Ladies? Ross's speech is in 45 minutes.,Chandler,neutral,548,7,9,23,"00:27:52,253","00:27:56,590",oth
5459,"Walls are pretty thin, guys!",Ross,anger,548,10,9,23,"00:27:59,928","00:28:02,388",s
5460,"Hi uh, Im Joey Tribbiani and with all do respect Id like to donate some fluids.",Joey,joy,549,0,6,17,"00:07:01,546","00:07:06,967",g
5461,"Were actually at the end of one of our research cycles, so were not looking for applicants right now.",Receptionist,neutral,549,1,6,17,"00:07:08,845","00:07:13,473",s
5462,"Oh thats too bad. Ive kinda been saving up. Uh, are you sure theres no studies I can participate in?",Joey,sadness,549,2,6,17,"00:07:13,641","00:07:23,191",q
5463,"Well, heres a schedule of whats coming up.",Receptionist,neutral,549,3,6,17,"00:07:23,401","00:07:25,444",s
5464,Thanks. Well but this one starts now.,Joey,neutral,549,4,6,17,"00:07:27,697","00:07:29,239",oth
5465,"Oh that one is available now, but only identical twins are eligible. Its a twins study.",Receptionist,neutral,549,5,6,17,"00:07:29,407","00:07:35,245",s
5466,"But its $2,000.",Joey,surprise,549,6,6,17,"00:07:32,577","00:07:35,245",oth
5467,Sorry.,Receptionist,sadness,549,7,6,17,"00:07:35,955","00:07:38,248",ap
5468,Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.,Joey,neutral,549,8,6,17,"00:07:39,709","00:07:46,673",q
5469,"We already got the results back on that on, and theyre not good.",Receptionist,joy,549,9,6,17,"00:07:47,592","00:07:51,386",ans
5470,Hey! Hows it goin?,Monica,neutral,550,0,1,18,"00:15:39,063","00:15:41,648",q
5471,"Well, not much has changed in the last five minutes.",Phoebe,neutral,551,0,6,18,"00:15:41,815","00:15:43,858",s
5472,Yes it has! I made cookies!,Monica,joy,551,1,6,18,"00:15:45,736","00:15:47,278",dag
5473,Oh thats all right. Im still full from your homemade potato chips.,Phoebe,neutral,551,2,6,18,"00:15:47,446","00:15:50,448",s
5474,But you should eat them now because theyre hot from the oven.,Monica,joy,551,3,6,18,"00:15:50,616","00:15:54,994",s
5475,Okay.,Phoebe,neutral,551,4,6,18,"00:15:56,538","00:15:59,040",ag
5476,"Oh-ho! But not in here! Cant eat em in bed, remember? No crumbies!",Monica,joy,551,5,6,18,"00:15:56,538","00:16:01,876",dag
5477,"Okay, Ill be out in a second.",Phoebe,neutral,551,6,6,18,"00:16:03,379","00:16:05,296",s
5478,Okay!,Monica,neutral,551,7,6,18,"00:16:05,464","00:16:06,923",ag
5479,What are you doing?,Monica,neutral,551,8,6,18,"0:16:15,057","0:16:15,829",q
5480,That doesnt lock does it?,Phoebe,neutral,551,9,6,18,"0:16:15,829","0:16:17,789",ans
5481,"You know, it still smells like monkey in there.",Monica,disgust,552,0,2,4,"00:16:05,005","00:16:07,632",o
5482,That saves us a conversation.,Julie,neutral,552,1,2,4,"00:16:09,677","00:16:12,220",s
5483,"Well, listen, this has been great but I'm officially wiped.",Chandler,neutral,552,2,2,4,"00:16:14,139","00:16:16,808",o
5484,"Me too, we should get goin'.",Joey,neutral,552,3,2,4,"0:16:17,059","0:16:18,269",o
5485,No.,Stephanie,neutral,552,4,2,4,"0:16:18,269","0:16:19,329",dag
5487,"Okay, here comes another camera.",Monica,neutral,553,0,6,10,"00:08:20,666","00:08:21,708",s
5488,Right. No biggie. Stay loose.,Ross,neutral,553,1,6,10,"00:08:21,959","00:08:25,003",oth
5489,Why do they keep doing that?,Ross,neutral,553,2,6,10,"00:08:34,639","00:08:36,723",q
5490,"If we wanna get on camera, I think we have to get up on one of those platforms.",Monica,neutral,553,3,6,10,"00:08:36,974","00:08:39,809",o
5491,Theyve been taping those people up there all day.,Monica,neutral,553,4,6,10,"00:08:40,061","00:08:41,770",s
5492,Right.,Ross,neutral,553,5,6,10,"00:08:42,021","00:08:43,146",ag
5493,"Hey, whatd you guys do to get up on there?",Ross,joy,553,6,6,10,"00:08:48,027","00:08:50,362",q
5494,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,Monica,joy,553,7,6,10,"00:08:50,613","00:08:58,328",ans
5495,Yeah!,Ross,joy,553,8,6,10,"00:08:57,286","00:08:58,328",ag
5496,Hey! Youre a good dancer!,Janine,surprise,553,9,6,10,"0:09:02,625","0:09:05,337",o
5497,Really?,Joey,surprise,553,10,6,10,"0:09:05,337","0:09:05,644",q
5498,"Yeah, well youd be better if you just loosened your hips a little.",Janine,neutral,553,11,6,10,"00:09:05,836","00:09:08,004",ans
5499,What do you mean?,Joey,neutral,553,12,6,10,"0:09:08,256","0:09:09,216",q
5500,Like this.,Janine,neutral,553,13,6,10,"0:09:09,216","0:09:10,963",s
5501,"Thats it, feel the rhythm. Thats better.",Janine,neutral,553,14,6,10,"00:09:12,718","00:09:16,471",o
5502,Uh-huh.,Joey,neutral,553,15,6,10,"00:09:16,722","00:09:17,973",oth
5503,"Okay, youre dancing with that girl over there.",Director,neutral,553,16,6,10,"00:09:19,475","00:09:20,892",s
5504,No-no-no-no-no we came together!,Joey,joy,553,17,6,10,"00:09:21,143","00:09:23,645",dag
5505,"I dont see it. You are dancing with the tall guy over there. Tall guy, raise your hand!",Director,neutral,553,18,6,10,"00:09:24,480","00:09:30,277",dag
5506,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",Joey,sadness,553,19,6,10,"00:09:31,404","00:09:36,032",s
5507,"Really, ythink so? I dont..",Director,anger,553,20,6,10,"00:09:36,284","00:09:38,410",q
5508,Why arent you home yet?!,Rachel,anger,554,0,6,13,"00:19:47,561","00:19:50,229",q
5509,Is someone there?,Monica,anger,554,1,6,13,"00:19:50,397","00:19:52,315",q
5510,"Oh yes, its me! Sorry!",Rachel,neutral,554,2,6,13,"00:19:53,066","00:19:56,152",ans
5511,What are you doing here?,Chandler,neutral,554,3,6,13,"00:19:56,320","00:19:58,279",q
5512,"Uh, Im just, Im just looking out your window. At-at the view. What are you guys doing?",Rachel,neutral,554,4,6,13,"00:19:59,364","00:20:06,704",ans
5513,We got some,Chandler,neutral,554,5,6,13,"00:20:07,748","00:20:11,000",s
5514,"Oh, he brought her back to his apartment.",Rachel,neutral,554,6,6,13,"00:20:15,047","00:20:17,840",s
5515,Who? Is that your sister?,Monica,surprise,554,7,6,13,"00:20:18,926","00:20:25,973",q
5516,"Ugh, she",Rachel,neutral,554,8,6,13,"00:20:26,183","00:20:30,186",ans
5517,"God, Ross is on a date with your sister! How weird is that?!",Monica,disgust,554,9,6,13,"00:20:31,104","00:20:34,190",q
5518,"Oh my God, look-look hes taking off her clothes!",Rachel,sadness,554,10,6,13,"0:20:34,358","0:20:36,486",s
5519,Hes taking off her coat!,Chandler,disgust,554,11,6,13,"0:20:36,486","0:20:37,053",s
5520,"Oh, this is just terrible.",Rachel,disgust,554,12,6,13,"00:20:40,197","00:20:41,948",s
5521,Ross! Wait!,Elizabeth,sadness,555,0,6,24,"00:18:58,512","00:19:00,096",oth
5522,"Elizabeth, thank God! I was just thinking about",Ross,joy,555,1,6,24,"00:19:00,264","00:19:03,724",a
5523,You suck!!,Elizabeth,anger,555,2,6,24,"00:19:03,892","00:19:05,935",oth
5524,What?!,Ross,anger,555,3,6,24,"00:19:06,103","00:19:07,186",q
5525,"Okay, break-ups still on!",Ross,anger,555,4,6,24,"00:19:13,235","00:19:17,780",ans
5526,Hey.,Joey,neutral,556,0,8,16,"0:07:31,534","0:07:33,126",g
5527,Hey.,Ross,neutral,556,1,8,16,"0:07:33,126","0:07:34,415",g
5528,"Look, I understand if you came by to hit me, I deserve it.",Joey,sadness,556,2,8,16,"00:07:35,580","00:07:39,374",s
5529,"No, I dont want to hit you.",Ross,neutral,556,3,8,16,"00:07:39,584","00:07:41,877",dag
5530,Oh what then? Kick me?,Joey,anger,556,4,8,16,"00:07:42,086","00:07:44,588",q
5531,No.,Ross,neutral,556,5,8,16,"00:07:44,922","00:07:46,173",ans
5532,"My son? Pretty serious. Oh hey Katie! What uh, what are you doing here?",Ross,surprise,556,6,8,16,"00:21:40,507","00:21:50,891",q
5533,"Well, the delivery went out to you and I realized they forgot this.",Katie,neutral,557,0,8,21,"00:10:09,192","00:10:12,029",s
5534,"Ah, mustve been fairly obvious since it was the only thing left in your store.",Ross,neutral,557,1,8,21,"00:10:12,195","00:10:16,575",s
5535,"Listen, to be honest, home deliveries are really a part of my job description.",Katie,neutral,557,2,8,21,"00:10:18,201","00:10:24,124",s
5536,Oh.,Ross,neutral,557,3,8,21,"00:10:24,291","00:10:25,709",b
5537,Oh uhI actually came here to ask you out.,Katie,fear,557,4,8,21,"00:10:26,668","00:10:31,340",b
5538,"Oh! Wow! Uh, yeah! That sounds great. Im just gonna put this back in my pocket, pretend",Ross,joy,557,5,8,21,"00:10:31,506","00:10:35,927",ag
5539,Sure!,Katie,joy,557,6,8,21,"00:10:45,479","00:10:48,732",ag
5540,Horny bitch. No! Youre a horny bitch! Noooo! Youre the horny bitch! No! Youre a horny bitch!,Rachel,anger,557,7,8,21,"00:10:45,479","00:10:59,201",s
5541,Chandler!! You have the best taste in men!,Rachel,joy,558,0,4,10,"00:10:43,726","00:10:47,145",s
5542,"Well, like father, like son.",Chandler,neutral,558,1,4,10,"00:10:48,314","00:10:50,440",s
5543,Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.,Rachel,joy,558,2,4,10,"00:10:51,484","00:10:56,095",s
5544,Really?! I-I thought you werent looking for something serious? I thought you were looking for some kind of a fling.,Chandler,surprise,558,3,4,10,"00:10:57,365","00:11:01,117",q
5545,"Well, y'know, possibly. You didnt tell him that, though? Right?",Rachel,fear,558,4,4,10,"00:11:01,369","00:11:09,793",s
